Suburb,Address,Rooms,Type,Price,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,address,latitude,longitude,geometry,School_Name,School_Rank
Box Hill,6 Archibald St,3,h,4000000.0,18/06/2016,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"6 Archibald St,Box Hill,3128,Victoria,Australia",-37.8168125,145.1221094,POINT (145.1221094 -37.8168125),Box Hill High School,1
Box Hill,19 Kent Rd,3,h,928000.0,18/06/2016,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"19 Kent Rd,Box Hill,3128,Victoria,Australia",-37.824359799999996,145.1188113,POINT (145.1188113 -37.8243598),Box Hill High School,1
Box Hill,2/20 Simpsons Rd,2,u,761000.0,18/06/2016,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"2/20 Simpsons Rd,Box Hill,3128,Victoria,Australia",-37.8153869,145.1342788,POINT (145.1342788 -37.8153869),Box Hill High School,1
Mont Albert,55 View St,4,h,2000000.0,18/06/2016,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council,"55 View St,Mont Albert,3127,Victoria,Australia",-37.8256844,145.1094804,POINT (145.1094804 -37.8256844),Box Hill High School,1
Blackburn,1 Hillside Cr,3,h,1300000.0,18/08/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"1 Hillside Cr,Blackburn,3130,Victoria,Australia",-37.822655499999996,145.13933740000002,POINT (145.1393374 -37.8226555),Box Hill High School,1
Blackburn,3 Hillside Cr,2,h,1150000.0,18/08/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"3 Hillside Cr,Blackburn,3130,Victoria,Australia",-37.822655499999996,145.13933740000002,POINT (145.1393374 -37.8226555),Box Hill High School,1
Box Hill,1/22 Bass St,4,t,1150800.0,18/08/2018,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"1/22 Bass St,Box Hill,3128,Victoria,Australia",-37.8255807,145.1213554,POINT (145.1213554 -37.8255807),Box Hill High School,1
Box Hill,27 Pendle St,4,h,1635000.0,18/11/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"27 Pendle St,Box Hill,3128,Victoria,Australia",-37.8165586,145.13559009999997,POINT (145.1355901 -37.8165586),Box Hill High School,1
Box Hill,2/1129 Whitehorse Rd,2,t,820000.0,18/11/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"2/1129 Whitehorse Rd,Box Hill,3128,Victoria,Australia",-37.818487100000006,145.12538500000002,POINT (145.125385 -37.81848710000001),Box Hill High School,1
Surrey Hills,26 Everton Gr,4,h,1490000.0,20/05/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"26 Everton Gr,Surrey Hills,3127,Victoria,Australia",-37.8269244,145.105953,POINT (145.105953 -37.8269244),Box Hill High School,1
Blackburn,19 Main St,5,h,1902000.0,21/04/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"19 Main St,Blackburn,3130,Victoria,Australia",-37.8267177,145.1491477,POINT (145.1491477 -37.8267177),Box Hill High School,1
Blackburn,24 Walsham Rd,4,h,1750000.0,21/04/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"24 Walsham Rd,Blackburn,3130,Victoria,Australia",-37.829047100000004,145.1534601,POINT (145.1534601 -37.8290471),Box Hill High School,1
Box Hill,201/95 Thames St,2,u,575000.0,21/04/2018,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"201/95 Thames St,Box Hill,3128,Victoria,Australia",-37.8144852,145.1313851,POINT (145.1313851 -37.8144852),Box Hill High School,1
Surrey Hills,8/355 Elgar Rd,2,u,508000.0,21/04/2018,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"8/355 Elgar Rd,Surrey Hills,3127,Victoria,Australia",-37.8376607,145.1110159,POINT (145.1110159 -37.8376607),Box Hill High School,1
Blackburn South,7 Agnew St,3,h,1340000.0,21/10/2017,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,"7 Agnew St,Blackburn South,3130,Victoria,Australia",-37.831878499999995,145.136148,POINT (145.136148 -37.83187849999999),Box Hill High School,1
Box Hill,39 Court St,5,h,1941000.0,21/10/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"39 Court St,Box Hill,3128,Victoria,Australia",-37.8182611,145.12642480000002,POINT (145.1264248 -37.8182611),Box Hill High School,1
Box Hill,10 Patricia St,2,h,1435000.0,21/10/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"10 Patricia St,Box Hill,3128,Victoria,Australia",-37.8269686,145.1244863,POINT (145.1244863 -37.8269686),Box Hill High School,1
Box Hill,10/24 Rose St,2,u,695000.0,21/10/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"10/24 Rose St,Box Hill,3128,Victoria,Australia",-37.824402899999995,145.1285225,POINT (145.1285225 -37.8244029),Box Hill High School,1
Box Hill,11 Victoria St,4,h,1782500.0,21/10/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"11 Victoria St,Box Hill,3128,Victoria,Australia",-37.82511220000001,145.1299608,POINT (145.1299608 -37.82511220000001),Box Hill High School,1
Surrey Hills,20 Oak St,3,h,1980000.0,21/10/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"20 Oak St,Surrey Hills,3127,Victoria,Australia",-37.833063700000004,145.1098475,POINT (145.1098475 -37.8330637),Box Hill High School,1
Box Hill,4/18 Barkly St,2,u,646500.0,22/04/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"4/18 Barkly St,Box Hill,3128,Victoria,Australia",-37.8275158,145.1300238,POINT (145.1300238 -37.8275158),Box Hill High School,1
Box Hill,11 Howard St,3,h,2080000.0,22/04/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"11 Howard St,Box Hill,3128,Victoria,Australia",-37.8225434,145.1196639,POINT (145.1196639 -37.8225434),Box Hill High School,1
Blackburn South,100 Middleborough Rd,3,h,715000.0,22/05/2016,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,"100 Middleborough Rd,Blackburn South,3130,Victoria,Australia",-37.83072670000001,145.1362805,POINT (145.1362805 -37.83072670000001),Box Hill High School,1
Surrey Hills,16 Pembroke St,4,h,1650000.0,22/05/2016,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"16 Pembroke St,Surrey Hills,3127,Victoria,Australia",-37.8300059,145.10776840000003,POINT (145.1077684 -37.8300059),Box Hill High School,1
Blackburn,488 Middleborough Rd,3,h,1020000.0,22/07/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"488 Middleborough Rd,Blackburn,3130,Victoria,Australia",-37.8303512,145.1363523,POINT (145.1363523 -37.8303512),Box Hill High School,1
Blackburn South,2A Stewart Av,3,h,874000.0,22/07/2017,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,"2A Stewart Av,Blackburn South,3130,Victoria,Australia",-37.835542700000005,145.1482569,POINT (145.1482569 -37.8355427),Box Hill High School,1
Surrey Hills,15 Charles St,2,h,1950000.0,22/07/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"15 Charles St,Surrey Hills,3127,Victoria,Australia",-37.8257843,145.1126591,POINT (145.1126591 -37.8257843),Box Hill High School,1
Blackburn,21 Banksia St,3,h,1181000.0,22/08/2016,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"21 Banksia St,Blackburn,3130,Victoria,Australia",-37.829256,145.1421365,POINT (145.1421365 -37.829256),Box Hill High School,1
Blackburn,11 Lalwa St,2,h,1241000.0,22/08/2016,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"11 Lalwa St,Blackburn,3130,Victoria,Australia",-37.8310773,145.1501624,POINT (145.1501624 -37.8310773),Box Hill High School,1
Blackburn,28 Myrtle Gr,4,h,2250000.0,22/08/2016,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"28 Myrtle Gr,Blackburn,3130,Victoria,Australia",-37.8230682,145.1431917,POINT (145.1431917 -37.8230682),Box Hill High School,1
Blackburn South,82 Edinburgh Rd,4,h,926000.0,22/09/2018,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,"82 Edinburgh Rd,Blackburn South,3130,Victoria,Australia",-37.8371576,145.1422933,POINT (145.1422933 -37.8371576),Box Hill High School,1
Blackburn South,27 Hunter Dr,3,h,900000.0,22/09/2018,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,"27 Hunter Dr,Blackburn South,3130,Victoria,Australia",-37.833956799999996,145.14976819999998,POINT (145.1497682 -37.8339568),Box Hill High School,1
Surrey Hills,36 Newton St,3,h,1646000.0,22/09/2018,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"36 Newton St,Surrey Hills,3127,Victoria,Australia",-37.83013,145.1089241,POINT (145.1089241 -37.83013),Box Hill High School,1
Box Hill,3/5 Kent Rd,2,u,400000.0,23/04/2016,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"3/5 Kent Rd,Box Hill,3128,Victoria,Australia",-37.824359799999996,145.1188113,POINT (145.1188113 -37.8243598),Box Hill High School,1
Box Hill,5 Patricia St,3,h,1170000.0,23/04/2016,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"5 Patricia St,Box Hill,3128,Victoria,Australia",-37.8269686,145.1244863,POINT (145.1244863 -37.8269686),Box Hill High School,1
Blackburn South,5 Abercromby Rd,4,h,1305000.0,23/06/2018,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,"5 Abercromby Rd,Blackburn South,3130,Victoria,Australia",-37.8365461,145.1441781,POINT (145.1441781 -37.8365461),Box Hill High School,1
Blackburn South,144 Middleborough Rd,4,h,1229000.0,23/09/2017,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,"144 Middleborough Rd,Blackburn South,3130,Victoria,Australia",-37.83072670000001,145.1362805,POINT (145.1362805 -37.83072670000001),Box Hill High School,1
Box Hill,1/35 Kent Rd,2,u,466000.0,23/09/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"1/35 Kent Rd,Box Hill,3128,Victoria,Australia",-37.824359799999996,145.1188113,POINT (145.1188113 -37.8243598),Box Hill High School,1
Box Hill,2/8 Simpsons Rd,2,u,653000.0,23/09/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"2/8 Simpsons Rd,Box Hill,3128,Victoria,Australia",-37.8153869,145.1342788,POINT (145.1342788 -37.8153869),Box Hill High School,1
Surrey Hills,12 Arthur St,3,h,1465000.0,23/09/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"12 Arthur St,Surrey Hills,3127,Victoria,Australia",-37.8260416,145.11101599999998,POINT (145.111016 -37.8260416),Box Hill High School,1
Surrey Hills,3 Arthur St,4,h,1910000.0,23/09/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"3 Arthur St,Surrey Hills,3127,Victoria,Australia",-37.8260416,145.11101599999998,POINT (145.111016 -37.8260416),Box Hill High School,1
Blackburn,36A Sheehans Rd,5,h,2250000.0,23/12/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"36A Sheehans Rd,Blackburn,3130,Victoria,Australia",-37.8285025,145.1445031,POINT (145.1445031 -37.8285025),Box Hill High School,1
Blackburn South,180 Canterbury Rd,3,h,950000.0,23/12/2017,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,"180 Canterbury Rd,Blackburn South,3130,Victoria,Australia",-37.8310071,145.14096990000002,POINT (145.1409699 -37.8310071),Box Hill High School,1
Blackburn South,38 Lawrence St,3,h,950000.0,23/12/2017,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,"38 Lawrence St,Blackburn South,3130,Victoria,Australia",-37.8337997,145.14854069999998,POINT (145.1485407 -37.8337997),Box Hill High School,1
Blackburn,4/100 Main St,2,u,580000.0,24/03/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"4/100 Main St,Blackburn,3130,Victoria,Australia",-37.8267177,145.1491477,POINT (145.1491477 -37.8267177),Box Hill High School,1
Blackburn,2 Rosalind Cr,3,h,1400000.0,24/03/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"2 Rosalind Cr,Blackburn,3130,Victoria,Australia",-37.8286738,145.15928080000003,POINT (145.1592808 -37.8286738),Box Hill High School,1
Blackburn South,33 Lawrence St,3,h,1325000.0,24/03/2018,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,"33 Lawrence St,Blackburn South,3130,Victoria,Australia",-37.8337997,145.14854069999998,POINT (145.1485407 -37.8337997),Box Hill High School,1
Box Hill,44 Albion Rd,4,h,1428000.0,24/03/2018,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"44 Albion Rd,Box Hill,3128,Victoria,Australia",-37.82511220000001,145.1299608,POINT (145.1299608 -37.82511220000001),Box Hill High School,1
Box Hill,2/27 Bedford St,4,t,930000.0,24/03/2018,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"2/27 Bedford St,Box Hill,3128,Victoria,Australia",-37.827673600000004,145.1315159,POINT (145.1315159 -37.8276736),Box Hill High School,1
Box Hill,61 Combarton St,4,h,1730000.0,24/03/2018,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"61 Combarton St,Box Hill,3128,Victoria,Australia",-37.8263313,145.1278595,POINT (145.1278595 -37.8263313),Box Hill High School,1
Box Hill,3/39 Dorking Rd,3,u,898000.0,24/03/2018,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"3/39 Dorking Rd,Box Hill,3128,Victoria,Australia",-37.816224299999995,145.13115630000001,POINT (145.1311563 -37.81622429999999),Box Hill High School,1
Box Hill,28 Graham Pl,4,h,2780000.0,24/03/2018,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"28 Graham Pl,Box Hill,3128,Victoria,Australia",-37.81550479999999,145.1297837,POINT (145.1297837 -37.81550479999999),Box Hill High School,1
Surrey Hills,28 Bentley St,4,h,1715000.0,24/03/2018,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"28 Bentley St,Surrey Hills,3127,Victoria,Australia",-37.8302693,145.1100937,POINT (145.1100937 -37.8302693),Box Hill High School,1
Surrey Hills,25 Erasmus St,5,h,1900000.0,24/03/2018,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"25 Erasmus St,Surrey Hills,3127,Victoria,Australia",-37.8302693,145.1100937,POINT (145.1100937 -37.8302693),Box Hill High School,1
Surrey Hills,20 Tower St,4,h,1827000.0,24/03/2018,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"20 Tower St,Surrey Hills,3127,Victoria,Australia",-37.8262779,145.1082965,POINT (145.1082965 -37.8262779),Box Hill High School,1
Blackburn,1/10 Duckham St,3,h,880000.0,24/06/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"1/10 Duckham St,Blackburn,3130,Victoria,Australia",-37.828465,145.13662769999996,POINT (145.1366277 -37.828465),Box Hill High School,1
Blackburn,2/5 Marian Ct,3,t,1300000.0,24/06/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"2/5 Marian Ct,Blackburn,3130,Victoria,Australia",-37.8278023,145.1380447,POINT (145.1380447 -37.8278023),Box Hill High School,1
Blackburn South,14 Indra Rd,3,h,1264000.0,24/06/2017,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,"14 Indra Rd,Blackburn South,3130,Victoria,Australia",-37.837805700000004,145.1401314,POINT (145.1401314 -37.8378057),Box Hill High School,1
Box Hill,57 Combarton St,6,h,2150500.0,24/06/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"57 Combarton St,Box Hill,3128,Victoria,Australia",-37.8263313,145.1278595,POINT (145.1278595 -37.8263313),Box Hill High School,1
Box Hill,14 Parkside Av,3,h,1755000.0,24/06/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"14 Parkside Av,Box Hill,3128,Victoria,Australia",-37.828403200000004,145.11865769999997,POINT (145.1186577 -37.8284032),Box Hill High School,1
Surrey Hills,52 Park Rd,5,h,2000000.0,24/06/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"52 Park Rd,Surrey Hills,3127,Victoria,Australia",-37.837446,145.1111651,POINT (145.1111651 -37.837446),Box Hill High School,1
Blackburn,11 Rosalind Cr,5,h,1238781.0,24/09/2016,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"11 Rosalind Cr,Blackburn,3130,Victoria,Australia",-37.8286738,145.15928080000003,POINT (145.1592808 -37.8286738),Box Hill High School,1
Blackburn,17 Dewrang Cr,3,h,1301000.0,25/02/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"17 Dewrang Cr,Blackburn,3130,Victoria,Australia",-37.8178473,145.1415199,POINT (145.1415199 -37.8178473),Box Hill High School,1
Box Hill,14 Collins St,4,h,1670000.0,25/02/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"14 Collins St,Box Hill,3128,Victoria,Australia",-37.827397999999995,145.12523159999998,POINT (145.1252316 -37.827398),Box Hill High School,1
Box Hill,14 Standard Av,4,h,1750000.0,25/02/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"14 Standard Av,Box Hill,3128,Victoria,Australia",-37.8243273,145.1150276,POINT (145.1150276 -37.8243273),Box Hill High School,1
Surrey Hills,14 Park Rd,3,h,1135000.0,25/02/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,"14 Park Rd,Surrey Hills,3127,Victoria,Australia",-37.837446,145.1111651,POINT (145.1111651 -37.837446),Box Hill High School,1
Blackburn,7 Arna St,6,h,1845000.0,25/08/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"7 Arna St,Blackburn,3130,Victoria,Australia",-37.829173,145.1503622,POINT (145.1503622 -37.829173),Box Hill High School,1
Blackburn,24 Rosalind Cr,3,h,930000.0,25/08/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"24 Rosalind Cr,Blackburn,3130,Victoria,Australia",-37.8286738,145.15928080000003,POINT (145.1592808 -37.8286738),Box Hill High School,1
Blackburn,31A Sheehans Rd,3,t,1180000.0,25/11/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"31A Sheehans Rd,Blackburn,3130,Victoria,Australia",-37.8285025,145.1445031,POINT (145.1445031 -37.8285025),Box Hill High School,1
Box Hill,32 Court St,3,h,1700600.0,25/11/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"32 Court St,Box Hill,3128,Victoria,Australia",-37.8182611,145.12642480000002,POINT (145.1264248 -37.8182611),Box Hill High School,1
Box Hill,23 Merton St,3,h,1285000.0,25/11/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"23 Merton St,Box Hill,3128,Victoria,Australia",-37.8251584,145.1253704,POINT (145.1253704 -37.8251584),Box Hill High School,1
Blackburn,2/5 Dewrang Cr,2,u,942000.0,26/05/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"2/5 Dewrang Cr,Blackburn,3130,Victoria,Australia",-37.8178473,145.1415199,POINT (145.1415199 -37.8178473),Box Hill High School,1
Blackburn,22 Malabar Rd,3,h,1321000.0,26/05/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"22 Malabar Rd,Blackburn,3130,Victoria,Australia",-37.818769399999994,145.1404556,POINT (145.1404556 -37.81876939999999),Box Hill High School,1
Box Hill,302/33 Harrow St,2,u,420000.0,26/05/2018,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"302/33 Harrow St,Box Hill,3128,Victoria,Australia",-37.82156629999999,145.1253645,POINT (145.1253645 -37.82156629999999),Box Hill High School,1
Box Hill,39 Thames St,3,h,1500000.0,26/05/2018,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"39 Thames St,Box Hill,3128,Victoria,Australia",-37.8144852,145.1313851,POINT (145.1313851 -37.8144852),Box Hill High School,1
Blackburn,2/65 Canterbury Rd,4,t,910000.0,26/07/2016,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"2/65 Canterbury Rd,Blackburn,3130,Victoria,Australia",-37.8320213,145.1499747,POINT (145.1499747 -37.8320213),Box Hill High School,1
Blackburn,6/28 Main St,2,u,670000.0,26/07/2016,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"6/28 Main St,Blackburn,3130,Victoria,Australia",-37.8267177,145.1491477,POINT (145.1491477 -37.8267177),Box Hill High School,1
Box Hill,1/10 Kangerong Rd,2,u,737000.0,26/07/2016,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,"1/10 Kangerong Rd,Box Hill,3128,Victoria,Australia",-37.8183096,145.12742680000002,POINT (145.1274268 -37.8183096),Box Hill High School,1
Blackburn,3/29 Baldwin Rd,2,u,630100.0,26/08/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,"3/29 Baldwin Rd,Blackburn,3130,Victoria,Australia",-37.83122120000001,145.14629130000003,POINT (145.1462913 -37.83122120000001),Box Hill High School,1
