,Company,Location,Salary,Job Title,Summary
164,BNY Mellon,Sydney NSW,,"Analyst, Data Management & Quantitative Analysis",The Corporate Trust Analytics Specialist will be primarily responsible for understanding (via transaction documents) and then running and/or maintaining…
165,ARQ Group,Melbourne VIC,,Data Scientist,"Experience dealing with large unstructured data sets with multiple sources –. Arq Group are Australia’s leading experts in Mobile, Data & Analytics and Cloud,…"
166,University of New South Wales,Sydney NSW,"$76,570 - $102,091 a year",Postdoctoral Fellow - Data Scientist,"This position will play a key role in undertaking data scientist specific tasks including data collection, data wrangling, big data analytics including…"
167,Continuum Recruitment,Melbourne VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
168,News Corp Australia,Sydney Central Business District NSW,,Data Scientist,Provide data and analytical insights that can be leveraged across the consumer teams. Undertake proactive analysis of customer behaviour to produce data driven…
169,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
170,Freelancer.com,Sydney NSW,,Data Analyst / Junior Data Scientist,This role offers a unique opportunity to develop your analytics skills and progress to a Data Scientist position. You think data and dream numbers.
171,Ever Better Recruitment (EBR),Australia,,Data Scientist,"As a Data Scientist, you will work on the machine learning platform and actively contribute to the development of our state-of-the-art pre-processing and…"
172,Continuum Recruitment,Geelong VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
173,Naviro Pty Ltd,Sydney NSW,"$1,000 - $1,200 a day",Data Scientist @ Global Trading House | Behavioral Analytics...,Deliver Data Analytics and Insights. Design and Implement Data Models. Love working on complex Data problems. Work with large and complex Real Time Trading Data…
174,Victor Chang Cardiac Research Institute,Darlinghurst NSW,,POST DOCTORAL SCIENTIST - BIOINFORMATICS,Are you an accomplished scientist with a talent for complex data analysis? Visualisation and interpretation of genomic data. Supervision of junior lab members.
175,Oracle,Brisbane QLD,,Student / Intern: Machine Learning driven software bug detec...,"Machine Learning driven software bug detection-190013BD. A six month, full time research internship, starting January 2020 is available at Oracle Labs."
176,Technology Recruiting Solutions,Melbourne VIC,,Data Scientist,The Data Scientist will be responsible for developing and implementing analytic solutions using the latest techniques and technologies to help increase the…
177,Firesoft People,Surry Hills NSW,"$300 - $1,000 a day",Data Scientist,"Data Scientist - Surry Hills, Sydney, Australia. One of Australia's leading retail organisations based in Surry Hills is looking for a Data Scientist."
178,CSIRO,Australia,,CSIRO Postgraduate Scholarships - Astronomy and Space,The students’ research will be co-supervised by CSIRO and university scientists. CSIRO Astronomy and Space Science has a long and successful history that…
179,Amazon Corporate Services Pty,Sydney NSW,,Senior Data Scientist,"You will have ownership over our data strategy, working in one of the world’s most diverse and complex data environments, bringing together loosely structured…"
180,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
181,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
182,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
183,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
184,Continuum Recruitment,Melbourne VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
185,Continuum Recruitment,Melbourne VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
186,News Corp Australia,Sydney Central Business District NSW,,Data Scientist,Provide data and analytical insights that can be leveraged across the consumer teams. Undertake proactive analysis of customer behaviour to produce data driven…
187,University of New South Wales,Sydney NSW,"$76,570 - $102,091 a year",Postdoctoral Fellow - Data Scientist,"This position will play a key role in undertaking data scientist specific tasks including data collection, data wrangling, big data analytics including…"
188,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
189,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
190,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
191,Valrose,Perth WA,,Analytics - Data Science,Working in a collaborative team of fellow Data Analysts and Data Scientists on a range of projects. Enable business decision making and automation with your…
192,Department of Health and Ageing,Woden ACT,,APS Level 6 - Regulatory Scientist,The successful applicant will use their technical knowledge to analyse data and draw accurate conclusions based on evidence to determine risks to people and the…
193,Hesta,Melbourne VIC,,Quantitative Analyst (Investments),"We are looking for high calibre candidates, with a strong technical background, education and experience, with a preference (but not exclusively) for…"
194,Health Employees Superannuation Trust Australia,Melbourne VIC,,Quantitative Analyst (Investments),"We are looking for high calibre candidates, with a strong technical background, education and experience, with a preference (but not exclusively) for…"
195,Environment Protection Authority,Melbourne VIC,,Deputy Chief Environmental Scientist - Environmental Science,"Deputy Chief Environmental Scientist x 2. Responsible for leadership of applied scientists, technicians, communications staff, citizen science and engineers."
196,Metigy,Sydney NSW,,Lead Data Scientist in Sydney,"What Data Scientist are you? Experience working with and creating data architectures. As a lead data scientist @Metigy, you will lead the team in creating and…"
