,Company,Location,Salary,Job Title,Summary
169,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
170,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
171,Cognizant Technology Solutions,Sydney NSW,"$60,000 - $90,000 a year",DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. Experience of working on data integration projects.
172,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
173,Monadelphous,Perth WA,,Data & Reporting Analyst,"Due to internal growth, we have a new opportunity available for a Data & Reporting Analyst to join our team. … WE'D LOVE TO HEAR FROM YOU IF YOU CAN:…"
174,Beyond Blue,Melbourne VIC,,Data Analyst – New Access,NewAccess Data Analyst Position Description. … Beyond Blue is looking for a Data Analyst to build and expand on the data collection and analysis for our New…
175,FinXL,North Sydney NSW,,Data Classification Analyst,"Background as a technical Data Analyst. … Carry out data analysis to understand sensitivity of data. … Our client, a large North Sydney based telecommunications…"
176,The University of Queensland,St Lucia QLD,"$113,095 - $119,678 a year",Student Load Forecasting Analyst,"We are looking for an analyst with strong administrative, analytical and technical skills who enjoys using data to gain insights into complex problems while…"
177,HAYS,Melbourne Northern Suburbs VIC,,Data Analyst,Data analyst required for three month contract. … Data mapping / Data manipulation / Migration skills. … Working for an industry leader. … What you'll get in return.
178,BHP,Queensland,,Specialist Mastery and Training Analyst,Work closely with Technology team to maintain the applications and data collection/storage capability required to support near real time and static data capture…
179,Transdev,Melbourne VIC,,Performance Analyst,"Analyze and interpret data and determine synergies to assist in educating the wider business. … Full time, permanent role responsible for the investigation,…"
180,JANA Investment Advisers,Melbourne VIC,"$65,000 - $80,000 a year",Database and Application Support Analyst,"Demonstrate a good understanding of data, databases and analytics with Microsoft SQL Server and the ability to write SQL being an advantage."
181,RMIT University,Melbourne City Centre VIC,,"Business Analyst, Continuous Improvement",PD - Business Analyst - Continuous Improvement.pdf. … Demonstrated experience conducting data analysis as part of an improvement program and/or significant…
182,Deloitte,Sydney NSW,,Privacy and Data Protection Senior Analyst,We are seeking Analysts/Senior Analysts with the following experience: … We are looking for Privacy and Data Protection specialists to join our Cyber Risk team.
183,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. … We are currently looking for an Analyst Geoscientific Data Management to provide data…
184,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
185,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
186,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. … Supporting the development of more junior analysts, as appropriate. … You will be the primary analyst on the team producing…"
187,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
188,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
189,Cognizant Technology Solutions,Sydney NSW,"$60,000 - $90,000 a year",DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. Experience of working on data integration projects.
190,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
191,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
192,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
193,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
194,Experian,Melbourne VIC,,Consultant Analyst,"Expertise within the Data Quality industry including data manipulation and complex data quality projects incorporating elements of cleansing, standardisation,…"
195,Campbell Page,Australia,,Junior Business Insights Analyst,Help improve customer insights using data and reporting. Experience with data analysis and report design and development. Key areas of focus are:
196,AESOP Corporate,Melbourne VIC,,Strategy Analyst,We are seeking an experienced and dynamic individual to provide insights and data analytics to drive the business planning process and long term strategies.
197,Dun And Bradstreet,Melbourne VIC,,Service Desk Analyst,The world of algorithms and data is constantly expanding and data + analytics are at the crux of the value we seek to provide to our customers.
198,Deloitte,Melbourne VIC,,Deloitte Digital - Data Scientist,Data and analytics are at the core of what we do. Passionate about applying data science to “customer” problems such as data-driven marketing or augmented human…
199,Cash Converters,Perth WA,,Lead Data Scientist,Experience with predictive modelling and data visualisation tools. Demonstrated experience delivering data science initiatives from ideation through…
200,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
201,ME Bank,Melbourne VIC,,Analyst Securitisation,"Popular culture – that’s not a claim, we’ve got the data to prove it. We’re not like other banks. ME was created by the industry super funds to be different…"
202,Fair Work Ombudsman,Melbourne VIC,,Senior Analyst - Intelligence Team,"Support and mentor junior analysts; High level ability to use and apply analyst methods, techniques and/or supporting practices."
203,Betsson Group,Tasmania,,Customer Insight Analyst,Has the ability to get things changed using insight and data. Has an affinity for data and is always looking for ways to improve things. What's in it for me:
204,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
205,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
